"success"	"trial_type"	"trial_index"	"time_elapsed"	"internal_node_id"	"participant_id"	"screen_height"	"screen_width"	"browser"	"browser_version"	"mobile"	"os"	"vsync_rate"	"width"	"height"	"webaudio"	"fullscreen"	"webcam"	"microphone"	"screen"	"version"	"date"	"time"	"timeout"	"failed_images"	"failed_audio"	"failed_video"	"rt"	"stimulus"	"response"	"trial_duration"	"block"	"correct_response"	"prestimulus_duration"	"correct"	"type"	"illusion_strength"	"illusion_difference"	"block_number"	"trial_number"
n/a	"html-keyboard-response"	"10"	"84896"	"0.0-3.0-1.0-2.0-0.2"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 20%; padding-right: 22%; padding-top: 37%; padding-bottom: 7%\">+</p>"	n/a	"1183"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"11"	"85892"	"0.0-3.0-1.0-2.0-1.2"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"995"	"stimuli/Ebbinghaus_-100000_-1.4000.png"	"arrowright"	n/a	"Ebbinghaus"	"arrowright"	"1189"	"TRUE"	"Ebbinghaus"	"-10000000000"	"-1.400000000"	"1"	"3"
n/a	"html-keyboard-response"	"12"	"87255"	"0.0-3.0-1.0-2.0-0.3"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 15%; padding-right: 40%; padding-top: 20%; padding-bottom: 4%\">+</p>"	n/a	"1349"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"13"	"88238"	"0.0-3.0-1.0-2.0-1.3"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"982"	"stimuli/Ebbinghaus_0000000_1.40000.png"	"arrowleft"	n/a	"Ebbinghaus"	"arrowleft"	"1363"	"TRUE"	"Ebbinghaus"	"000000000000"	"1.4000000000"	"1"	"4"
n/a	"html-keyboard-response"	"14"	"89719"	"0.0-3.0-1.0-2.0-0.4"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 26%; padding-right: 22%; padding-top: 25%; padding-bottom: 1%\">+</p>"	n/a	"1461"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"15"	"90322"	"0.0-3.0-1.0-2.0-1.4"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"601"	"stimuli/Ebbinghaus_1000000_1.40000.png"	"arrowleft"	n/a	"Ebbinghaus"	"arrowleft"	"1481"	"TRUE"	"Ebbinghaus"	"100000000000"	"1.4000000000"	"1"	"5"
n/a	"html-keyboard-response"	"16"	"91504"	"0.0-3.0-1.0-2.0-0.5"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 38%; padding-right: 38%; padding-top: 44%; padding-bottom: 34%\">+</p>"	n/a	"1163"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"17"	"92348"	"0.0-3.0-1.0-2.0-1.5"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"842"	"stimuli/Ebbinghaus_0000000_-1.4000.png"	"arrowright"	n/a	"Ebbinghaus"	"arrowright"	"1182"	"TRUE"	"Ebbinghaus"	"000000000000"	"-1.400000000"	"1"	"6"
n/a	"html-button-response"	"18"	"98276"	"0.0-3.0-1.0-3.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"practice_block_results"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"5924"	"<p style='color:rgb(76,175,80);'> Correct Responses: <b>100.00%</b></p><hr><p style='color:rgb(233,30,99);'> Average Response Time: <b>900.17</b> ms.</p>"	"0"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
"TRUE"	"preload"	"19"	"98808"	"0.0-3.0-2.0-0.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"FALSE"	"list()"	"list()"	"list()"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"20"	"111079"	"0.0-3.0-2.0-1.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"12271"	"<p><b>Practice</b></p><p>In this part, two horizontal red lines will appear one above the other.</p><p>Your task is to select which <b>line is longer</b> in length as fast as you can, without making errors.</p><p>Don't get distracted by the surrounding black arrows at the end of the red lines!</p><p>Press <b>the UP or the DOWN arrow</b> to indicate where is the longer <b>red line.</b></p><div style='float: center'><img src='materials/instructions/MullerLyer_Demo.png' height='300'></img><p><img src='utils/answer/answer_updown_keyboard.PNG' height='150'></img></p><p class='small'>In this example, the correct answer is the <b>UP arrow</b>.</p></div><p>Are you ready? <b>Press ENTER to start</b></p>"	"enter"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"21"	"112771"	"0.0-3.0-2.0-2.0-0.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 2%; padding-right: 19%; padding-top: 24%; padding-bottom: 22%\">+</p>"	n/a	"1150"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"22"	"113546"	"0.0-3.0-2.0-2.0-1.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"773"	"stimuli/MullerLyer_-230000_-0.7000.png"	"arrowdown"	n/a	"MullerLyer"	"arrowdown"	"1692"	"TRUE"	"MullerLyer"	"-23000000000"	"-0.700000000"	"1"	"7"
n/a	"html-keyboard-response"	"23"	"114847"	"0.0-3.0-2.0-2.0-0.1"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 35%; padding-right: 13%; padding-top: 30%; padding-bottom: 27%\">+</p>"	n/a	"1289"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"24"	"115770"	"0.0-3.0-2.0-2.0-1.1"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"922"	"stimuli/MullerLyer_-230000_0.70000.png"	"arrowup"	n/a	"MullerLyer"	"arrowup"	"1301"	"TRUE"	"MullerLyer"	"-23000000000"	"0.7000000000"	"1"	"8"
n/a	"html-keyboard-response"	"25"	"116948"	"0.0-3.0-2.0-2.0-0.2"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 10%; padding-right: 16%; padding-top: 24%; padding-bottom: 25%\">+</p>"	n/a	"1171"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"26"	"117403"	"0.0-3.0-2.0-2.0-1.2"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"454"	"stimuli/MullerLyer_2300000_0.70000.png"	"arrowup"	n/a	"MullerLyer"	"arrowup"	"1178"	"TRUE"	"MullerLyer"	"230000000000"	"0.7000000000"	"1"	"9"
n/a	"html-keyboard-response"	"27"	"118699"	"0.0-3.0-2.0-2.0-0.3"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 21%; padding-right: 2%; padding-top: 37%; padding-bottom: 14%\">+</p>"	n/a	"1292"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"28"	"119333"	"0.0-3.0-2.0-2.0-1.3"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"633"	"stimuli/MullerLyer_0000000_0.70000.png"	"arrowup"	n/a	"MullerLyer"	"arrowup"	"1296"	"TRUE"	"MullerLyer"	"000000000000"	"0.7000000000"	"1"	"10"
n/a	"html-keyboard-response"	"29"	"120844"	"0.0-3.0-2.0-2.0-0.4"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 6%; padding-right: 26%; padding-top: 2%; padding-bottom: 15%\">+</p>"	n/a	"1495"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"30"	"121627"	"0.0-3.0-2.0-2.0-1.4"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"782"	"stimuli/MullerLyer_0000000_-0.7000.png"	"arrowdown"	n/a	"MullerLyer"	"arrowdown"	"1511"	"TRUE"	"MullerLyer"	"000000000000"	"-0.700000000"	"1"	"11"
n/a	"html-keyboard-response"	"31"	"122912"	"0.0-3.0-2.0-2.0-0.5"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 14%; padding-right: 12%; padding-top: 29%; padding-bottom: 24%\">+</p>"	n/a	"1267"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"32"	"124311"	"0.0-3.0-2.0-2.0-1.5"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"1398"	"stimuli/MullerLyer_2300000_-0.7000.png"	"arrowdown"	n/a	"MullerLyer"	"arrowdown"	"1285"	"TRUE"	"MullerLyer"	"230000000000"	"-0.700000000"	"1"	"12"
n/a	"html-button-response"	"33"	"128699"	"0.0-3.0-2.0-3.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"practice_block_results"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"4387"	"<p style='color:rgb(76,175,80);'> Correct Responses: <b>100.00%</b></p><hr><p style='color:rgb(233,30,99);'> Average Response Time: <b>827.00</b> ms.</p>"	"0"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
"TRUE"	"preload"	"34"	"129235"	"0.0-3.0-3.0-0.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"FALSE"	"list()"	"list()"	"list()"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"35"	"137831"	"0.0-3.0-3.0-1.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"8595"	"<p><b>Practice</b></p><p>In this part, two red lines will appear side by side.</p><p>Your task is to tell <b>which line is longer</b> in length, regardless of their orientation, as fast as you can, and without making errors.</p><p>Don't get distracted by the orientation of the lines!</p><p>Press <b>the LEFT or the RIGHT arrow</b> to indicate which <b>line is the longer one.</b></p><div style='float: center'><img src='materials/instructions/VerticalHorizontal_Demo.png' height='300'></img><p><img src='utils/answer/answer_leftright_keyboard.PNG' height='150'></img></p><p class='small'>In this example, the correct answer is the <b>LEFT arrow</b>.</p></div><p>Are you ready? <b>Press ENTER to start</b></p>"	"enter"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"html-keyboard-response"	"36"	"139701"	"0.0-3.0-3.0-2.0-0.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 16%; padding-right: 9%; padding-top: 2%; padding-bottom: 2%\">+</p>"	n/a	"1357"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"37"	"140262"	"0.0-3.0-3.0-2.0-1.0"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"559"	"stimuli/VerticalHorizontal_0000000_0.90000.png"	"arrowleft"	n/a	"VerticalHorizontal"	"arrowleft"	"1870"	"TRUE"	"VerticalHorizontal"	"000000000000"	"0.9000000000"	"1"	"13"
n/a	"html-keyboard-response"	"38"	"141676"	"0.0-3.0-3.0-2.0-0.1"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 19%; padding-right: 0%; padding-top: 29%; padding-bottom: 32%\">+</p>"	n/a	"1398"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"39"	"142087"	"0.0-3.0-3.0-2.0-1.1"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"409"	"stimuli/VerticalHorizontal_-330000_-0.9000.png"	"arrowright"	n/a	"VerticalHorizontal"	"arrowright"	"1414"	"TRUE"	"VerticalHorizontal"	"-33000000000"	"-0.900000000"	"1"	"14"
n/a	"html-keyboard-response"	"40"	"143524"	"0.0-3.0-3.0-2.0-0.2"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 11%; padding-right: 30%; padding-top: 33%; padding-bottom: 49%\">+</p>"	n/a	"1427"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"41"	"144018"	"0.0-3.0-3.0-2.0-1.2"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"493"	"stimuli/VerticalHorizontal_0000000_-0.9000.png"	"arrowright"	n/a	"VerticalHorizontal"	"arrowright"	"1437"	"TRUE"	"VerticalHorizontal"	"000000000000"	"-0.900000000"	"1"	"15"
n/a	"html-keyboard-response"	"42"	"145239"	"0.0-3.0-3.0-2.0-0.3"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 6%; padding-right: 10%; padding-top: 44%; padding-bottom: 36%\">+</p>"	n/a	"1206"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"43"	"145559"	"0.0-3.0-3.0-2.0-1.3"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"319"	"stimuli/VerticalHorizontal_-330000_0.90000.png"	"arrowleft"	n/a	"VerticalHorizontal"	"arrowleft"	"1221"	"TRUE"	"VerticalHorizontal"	"-33000000000"	"0.9000000000"	"1"	"16"
n/a	"html-keyboard-response"	"44"	"146983"	"0.0-3.0-3.0-2.0-0.4"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 30%; padding-right: 36%; padding-top: 10%; padding-bottom: 32%\">+</p>"	n/a	"1407"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"45"	"147410"	"0.0-3.0-3.0-2.0-1.4"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"426"	"stimuli/VerticalHorizontal_3300000_0.90000.png"	"arrowright"	n/a	"VerticalHorizontal"	"arrowleft"	"1424"	"FALSE"	"VerticalHorizontal"	"330000000000"	"0.9000000000"	"1"	"17"
n/a	"html-keyboard-response"	"46"	"148736"	"0.0-3.0-3.0-2.0-0.5"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"fixation"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	n/a	"<p style=\"color: black; font-size: 80px; padding-left: 30%; padding-right: 29%; padding-top: 23%; padding-bottom: 34%\">+</p>"	n/a	"1307"	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	"image-keyboard-response"	"47"	"149271"	"0.0-3.0-3.0-2.0-1.5"	"wo5rw2"	"600"	"1366"	"chrome"	"108.0.0"	"FALSE"	"Windows 10"	"60.51"	n/a	n/a	n/a	n/a	n/a	n/a	"Trial"	n/a	n/a	n/a	n/a	"NULL"	"NULL"	"NULL"	"534"	"stimuli/VerticalHorizontal_3300000_-0.9000.png"	"arrowright"	n/a	"VerticalHorizontal"	"arrowright"	"1326"	"TRUE"	"VerticalHorizontal"	"330000000000"	"-0.900000000"	"1"	"18"
